DNI,Nom,Cognoms,Nombre_completo,País d'origen,Nacionalidad_esp,Ciutat,Fecha_de_nacimiento,Dia,Mes,Año,Edad,Gènere,Fills,Grup Professional,Salari mensual,Increment,Salario_incrementado
29043853R,Toni,García Ferrer,Toni García Ferrer,Espanya,Sí,València,1988-09-22,22,9,1988,37,Home,No,Grup A,1018.0,0.05,1068.9
87981337P,Amina,Zahraoui Fassi,Amina Zahraoui Fassi,Marroc,No,Casablanca,1984-01-20,20,1,1984,42,Dona,No,Grup A,1107.0,0.05,1162.3500000000001
44910416G,Toni,Romero,Toni Romero,Espanya,Sí,València,2003-02-17,17,2,2003,23,Home,Sí,Grup A,1624.0,0.05,1705.2
60957935K,Eva,López,Eva López,Espanya,Sí,Bilbao,1964-12-26,26,12,1964,61,Dona,No,Grup A,1214.0,0.05,1274.7
57544317R,Louis,Girard Lefevre,Louis Girard Lefevre,França,No,Marsella,1983-03-26,26,3,1983,43,Home,Sí,Grup A,1009.0,0.05,1059.45
38593878Z,Jordi,García,Jordi García,Espanya,Sí,Bilbao,1950-01-11,11,1,1950,76,Home,No,Grup A,994.0,0.05,1043.7
57180085D,Marta,López,Marta López,Espanya,Sí,Sevilla,1971-08-25,25,8,1971,54,Dona,Sí,Grup A,1056.0,0.05,1108.8
23492566L,Arnau,Ferrer García,Arnau Ferrer García,Espanya,Sí,Sevilla,1989-03-17,17,3,1989,37,Home,No,Grup A,1377.0,0.05,1445.8500000000001
47351659S,Salma,El Amrani,Salma El Amrani,Marroc,No,Casablanca,1987-10-12,12,10,1987,38,Dona,No,Grup A,1414.0,0.05,1484.7
37774950Y,Carla,García,Carla García,Espanya,Sí,Barcelona,1952-10-25,25,10,1952,73,Dona,No,Grup A,950.0,0.05,997.5
65737147M,William,Brown Smith,William Brown Smith,Regne Unit,No,Londres,1959-07-17,17,7,1959,66,Home,Sí,Grup A,1147.0,0.05,1204.3500000000001
16112726L,Clara,Castells Romero,Clara Castells Romero,Espanya,Sí,Barcelona,1999-01-04,4,1,1999,27,Dona,Sí,Grup A,1392.0,0.05,1461.6000000000001
66520712S,Pau,Castells,Pau Castells,Espanya,Sí,Barcelona,1972-07-01,1,7,1972,53,Home,No,Grup A,1006.0,0.05,1056.3
47195129C,Jordi,López,Jordi López,Espanya,Sí,València,1954-10-24,24,10,1954,71,Home,No,Grup A,1055.0,0.05,1107.75
18575690Y,João,Oliveira Ferreira,João Oliveira Ferreira,Portugal,No,Lisboa,1985-03-21,21,3,1985,41,Home,No,Grup A,1225.0,0.05,1286.25
15387541Y,Andrés,Castro,Andrés Castro,Colòmbia,No,Medellín,2000-03-08,8,3,2000,26,Altres,No,Grup A,996.0,0.05,1045.8
57892591M,Anna,Castells,Anna Castells,Espanya,Sí,Barcelona,1951-01-02,2,1,1951,75,Dona,No,Grup A,919.0,0.05,964.95
25403469P,Clara,García,Clara García,Espanya,Sí,Sevilla,1998-08-19,19,8,1998,27,Dona,No,Grup A,747.0,0.05,784.35
91347406Y,Lucía,Fernández,Lucía Fernández,Argentina,No,Buenos Aires,1978-11-28,28,11,1978,47,,No,Grup A,758.0,0.05,795.9
45074340P,Núria,Ferrer,Núria Ferrer,Espanya,Sí,Barcelona,1977-10-27,27,10,1977,48,Dona,No,Grup A,1123.0,0.05,1179.15
29471837G,Camille,Moreau,Camille Moreau,França,No,París,1957-02-06,6,2,1957,69,Dona,No,Grup A,797.0,0.05,836.85
13508244R,Oriol,Martínez Martínez,Oriol Martínez Martínez,Espanya,Sí,Sevilla,1951-03-21,21,3,1951,75,Home,No,Grup A,1466.0,0.05,1539.3
25331092S,Sophie,Jones,Sophie Jones,Regne Unit,No,Londres,1963-01-26,26,1,1963,63,Dona,No,Grup A,684.0,0.05,718.2
29550519X,Miguel,Silva,Miguel Silva,Portugal,No,Lisboa,1971-06-12,12,6,1971,54,,No,Grup A,897.0,0.05,941.85
85031552D,Laia,Ferrer Martínez,Laia Ferrer Martínez,Espanya,Sí,Sevilla,1962-10-23,23,10,1962,63,Dona,Sí,Grup A,1408.0,0.05,1478.4
87427498D,Laura,Rojas,Laura Rojas,Colòmbia,No,Medellín,1969-05-09,9,5,1969,57,Dona,No,Grup A,988.0,0.05,1037.4
19404501Z,Arnau,Ferrer Sánchez,Arnau Ferrer Sánchez,Espanya,Sí,Bilbao,1969-11-06,6,11,1969,56,Home,Sí,Grup A,1332.0,0.05,1398.6000000000001
17972901L,Carla,Sánchez López,Carla Sánchez López,Espanya,Sí,Sevilla,1989-06-11,11,6,1989,36,Dona,Sí,Grup A,1081.0,0.05,1135.05
92286029R,Núria,López,Núria López,Espanya,Sí,Sevilla,1977-05-05,5,5,1977,49,Dona,No,Grup A,1024.0,0.05,1075.2
66183009R,Miguel,Cruz,Miguel Cruz,Mèxic,No,Guadalajara,1955-09-28,28,9,1955,70,Home,Sí,Grup A,1256.0,0.05,1318.8
90904549G,Marc,López Martínez,Marc López Martínez,Espanya,Sí,Madrid,2004-11-18,18,11,2004,21,Home,Sí,Grup A,1275.0,0.05,1338.75
93623062E,Pau,López García,Pau López García,Espanya,Sí,Sevilla,1992-07-04,4,7,1992,33,Home,No,Grup A,1668.0,0.05,1751.4
73587985T,Francesca,Ferrari,Francesca Ferrari,Itàlia,No,Torí,1999-03-25,25,3,1999,27,Dona,Sí,Grup A,1045.0,0.05,1097.25
48610709N,Toni,García García,Toni García García,Espanya,Sí,Madrid,1958-06-09,9,6,1958,67,Home,Sí,Grup A,1400.0,0.05,1470.0
37416719D,Anna,López,Anna López,Espanya,Sí,Bilbao,1995-06-17,17,6,1995,30,Dona,Sí,Grup A,1330.0,0.05,1396.5
91797004K,Toni,Sánchez Sánchez,Toni Sánchez Sánchez,Espanya,Sí,Sevilla,1950-07-16,16,7,1950,75,Home,No,Grup A,1294.0,0.05,1358.7
20460695D,Laia,Ferrer Romero,Laia Ferrer Romero,Espanya,Sí,Sevilla,1951-08-25,25,8,1951,74,Dona,Sí,Grup A,1303.0,0.05,1368.15
27053674Z,Amina,El Amrani,Amina El Amrani,Marroc,No,Rabat,1959-01-25,25,1,1959,67,Dona,Sí,Grup A,854.0,0.05,896.7
88308185F,Jordi,Romero García,Jordi Romero García,Espanya,Sí,Bilbao,1984-12-19,19,12,1984,41,Home,Sí,Grup A,1535.0,0.05,1611.75
47905259N,Clara,López García,Clara López García,Espanya,Sí,València,1988-10-13,13,10,1988,37,Dona,Sí,Grup A,825.0,0.05,866.25
54313717Q,Laura,Castro,Laura Castro,Colòmbia,No,Medellín,1958-06-19,19,6,1958,67,Dona,No,Grup A,1484.0,0.05,1558.2
38394682L,Clara,Sánchez Ferrer,Clara Sánchez Ferrer,Espanya,Sí,Madrid,1963-04-21,21,4,1963,63,Dona,Sí,Grup A,1324.0,0.05,1390.2
33214782A,Matías,Rodríguez,Matías Rodríguez,Argentina,No,Buenos Aires,1950-06-12,12,6,1950,75,,No,Grup A,1055.0,0.05,1107.75
30011388C,Jordi,Sánchez Ferrer,Jordi Sánchez Ferrer,Espanya,Sí,Madrid,1977-04-02,2,4,1977,49,Home,No,Grup A,1014.0,0.05,1064.7
14828163F,Marc,Martínez García,Marc Martínez García,Espanya,Sí,Sevilla,1965-03-12,12,3,1965,61,Home,No,Grup A,1585.0,0.05,1664.25
93868679R,María,Cruz,María Cruz,Mèxic,No,Guadalajara,1978-06-23,23,6,1978,47,Dona,Sí,Grup A,746.0,0.05,783.3000000000001
53118513Z,Carla,Martínez Sánchez,Carla Martínez Sánchez,Espanya,Sí,Madrid,2004-02-06,6,2,2004,22,Dona,Sí,Grup A,689.0,0.05,723.45
89545864F,Tomás,Gómez,Tomás Gómez,Argentina,No,Còrdova,1996-01-19,19,1,1996,30,Home,Sí,Grup A,1104.0,0.05,1159.2
70113350T,Pau,Castells,Pau Castells,Espanya,Sí,Bilbao,1952-04-17,17,4,1952,74,,No,Grup A,1117.0,0.05,1172.8500000000001
19178233C,Jean,Moreau Girard,Jean Moreau Girard,França,No,Marsella,1989-11-12,12,11,1989,36,Home,No,Grup A,866.0,0.05,909.3000000000001
35909931K,Laia,Martínez López,Laia Martínez López,Espanya,Sí,València,1976-05-17,17,5,1976,50,Dona,Sí,Grup A,1179.0,0.05,1237.95
75690264M,Anna,Romero,Anna Romero,Espanya,Sí,València,1976-11-17,17,11,1976,49,Dona,No,Grup A,1286.0,0.05,1350.3
27395242L,Daniel,Castro Torres,Daniel Castro Torres,Colòmbia,No,Bogotà,1992-04-05,5,4,1992,34,Home,Sí,Grup A,1010.0,0.05,1060.5
72488520Y,Youssef,Fassi El Amrani,Youssef Fassi El Amrani,Marroc,No,Rabat,1968-05-26,26,5,1968,57,Home,Sí,Grup A,995.0,0.05,1044.75
87072861Y,Miguel,Ferreira,Miguel Ferreira,Portugal,No,Porto,1990-02-19,19,2,1990,36,Home,No,Grup A,1202.0,0.05,1262.1000000000001
99946609J,Inês,Silva Oliveira,Inês Silva Oliveira,Portugal,No,Porto,1986-02-11,11,2,1986,40,Dona,No,Grup A,953.0,0.05,1000.6500000000001
77786231R,Marc,García López,Marc García López,Espanya,Sí,Madrid,1963-08-11,11,8,1963,62,Home,No,Grup A,1024.0,0.05,1075.2
16349607A,Daniel,Rojas Castro,Daniel Rojas Castro,Colòmbia,No,Medellín,1952-10-07,7,10,1952,73,Home,Sí,Grup A,799.0,0.05,838.95
19835344L,Anna,Ferrer,Anna Ferrer,Espanya,Sí,Madrid,1966-05-08,8,5,1966,60,Dona,No,Grup A,767.0,0.05,805.35
72548015K,Núria,Romero Castells,Núria Romero Castells,Espanya,Sí,València,1996-04-10,10,4,1996,30,,No,Grup A,776.0,0.05,814.8000000000001
63645871Q,Toni,López,Toni López,Espanya,Sí,Barcelona,1979-09-27,27,9,1979,46,,No,Grup A,861.0,0.05,904.0500000000001
12689894Z,Marta,López,Marta López,Espanya,Sí,Bilbao,1967-07-24,24,7,1967,58,Dona,No,Grup A,1421.0,0.05,1492.05
17266104D,Oriol,Ferrer,Oriol Ferrer,Espanya,Sí,Madrid,1985-07-09,9,7,1985,40,Altres,No,Grup A,726.0,0.05,762.3000000000001
15071348H,Núria,Romero,Núria Romero,Espanya,Sí,València,1951-06-11,11,6,1951,74,Dona,No,Grup A,712.0,0.05,747.6
93757958D,Inês,Silva,Inês Silva,Portugal,No,Lisboa,1990-08-20,20,8,1990,35,Dona,Sí,Grup A,1121.0,0.05,1177.05
89595235W,Clara,Romero,Clara Romero,Espanya,Sí,Sevilla,1999-03-23,23,3,1999,27,Dona,No,Grup A,758.0,0.05,795.9
71304182R,Núria,Ferrer,Núria Ferrer,Espanya,Sí,Bilbao,1979-03-17,17,3,1979,47,Dona,Sí,Grup A,1219.0,0.05,1279.95
15228560C,Jordi,Castells,Jordi Castells,Espanya,Sí,Barcelona,1978-07-19,19,7,1978,47,Home,No,Grup A,1541.0,0.05,1618.0500000000002
20214876P,Alessia,Russo,Alessia Russo,Itàlia,No,Torí,1954-11-28,28,11,1954,71,Dona,Sí,Grup A,969.0,0.05,1017.45
61343247E,Florencia,Gómez,Florencia Gómez,Argentina,No,Còrdova,1984-07-08,8,7,1984,41,,No,Grup A,1594.0,0.05,1673.7
36334567G,Pau,Martínez López,Pau Martínez López,Espanya,Sí,València,1994-12-19,19,12,1994,31,Home,No,Grup A,1498.0,0.05,1572.9
47691452T,Laia,Romero,Laia Romero,Espanya,Sí,València,1950-07-18,18,7,1950,75,Dona,No,Grup A,1007.0,0.05,1057.3500000000001
48127366Y,Pau,Sánchez,Pau Sánchez,Espanya,Sí,València,1954-05-26,26,5,1954,71,Home,No,Grup A,1411.0,0.05,1481.55
49287703B,Daniel,Castro,Daniel Castro,Colòmbia,No,Medellín,1956-10-13,13,10,1956,69,Home,Sí,Grup A,1207.0,0.05,1267.3500000000001
82418527A,Jordi,Ferrer,Jordi Ferrer,Espanya,Sí,Barcelona,2002-06-28,28,6,2002,23,Home,No,Grup A,961.0,0.05,1009.0500000000001
65339008Z,Salma,Zahraoui,Salma Zahraoui,Marroc,No,Casablanca,1971-12-20,20,12,1971,54,Dona,Sí,Grup A,1399.0,0.05,1468.95
91690612P,Clara,Castells,Clara Castells,Espanya,Sí,Madrid,1981-03-15,15,3,1981,45,Dona,Sí,Grup A,1519.0,0.05,1594.95
32219930D,Eva,García Ferrer,Eva García Ferrer,Espanya,Sí,València,1991-02-22,22,2,1991,35,Dona,Sí,Grup A,665.0,0.05,698.25
18479670K,Pau,Castells,Pau Castells,Espanya,Sí,Barcelona,1991-09-14,14,9,1991,34,Home,No,Grup A,1564.0,0.05,1642.2
75340954W,Joan,Ferrer,Joan Ferrer,Espanya,Sí,Bilbao,1981-05-21,21,5,1981,44,,No,Grup A,1408.0,0.05,1478.4
24238964E,Joan,Martínez Castells,Joan Martínez Castells,Espanya,Sí,Barcelona,1987-07-22,22,7,1987,38,Home,No,Grup A,1165.0,0.05,1223.25
12767161T,Toni,Castells Castells,Toni Castells Castells,Espanya,Sí,Madrid,1950-03-20,20,3,1950,76,Home,No,Grup A,1533.0,0.05,1609.65
74074321A,Carla,Ferrer Castells,Carla Ferrer Castells,Espanya,Sí,Sevilla,1957-08-02,2,8,1957,68,Dona,Sí,Grup A,1091.0,0.05,1145.55
46145725B,Toni,Ferrer,Toni Ferrer,Espanya,Sí,Barcelona,1972-08-24,24,8,1972,53,Home,Sí,Grup A,1667.0,0.05,1750.3500000000001
97294667E,Jordi,García,Jordi García,Espanya,Sí,Barcelona,1975-01-03,3,1,1975,51,Home,Sí,Grup A,966.0,0.05,1014.3000000000001
35241609K,Francesca,Russo,Francesca Russo,Itàlia,No,Torí,1986-11-09,9,11,1986,39,Dona,Sí,Grup A,1344.0,0.05,1411.2
87906075W,Arnau,Sánchez Martínez,Arnau Sánchez Martínez,Espanya,Sí,Madrid,2003-11-12,12,11,2003,22,Home,No,Grup A,766.0,0.05,804.3000000000001
31059050X,Amina,Fassi,Amina Fassi,Marroc,No,Casablanca,1971-12-13,13,12,1971,54,,No,Grup A,1460.0,0.05,1533.0
60378955C,Fatima,Zahraoui El Amrani,Fatima Zahraoui El Amrani,Marroc,No,Rabat,1986-01-27,27,1,1986,40,Dona,No,Grup A,1312.0,0.05,1377.6000000000001
48242975Q,Arnau,Sánchez Sánchez,Arnau Sánchez Sánchez,Espanya,Sí,Sevilla,1974-07-05,5,7,1974,51,Home,No,Grup A,1485.0,0.05,1559.25
16218169P,William,Brown,William Brown,Regne Unit,No,Londres,1991-02-24,24,2,1991,35,Home,Sí,Grup A,997.0,0.05,1046.8500000000001
81901030H,Marc,Castells,Marc Castells,Espanya,Sí,Sevilla,1970-09-20,20,9,1970,55,Home,Sí,Grup A,1108.0,0.05,1163.4
69723912X,Miguel,Oliveira Pereira,Miguel Oliveira Pereira,Portugal,No,Porto,1958-04-19,19,4,1958,68,Home,No,Grup A,1030.0,0.05,1081.5
87631058F,Joan,Ferrer Castells,Joan Ferrer Castells,Espanya,Sí,Madrid,1967-10-25,25,10,1967,58,Home,Sí,Grup A,1249.0,0.05,1311.45
33400905A,Joan,Ferrer,Joan Ferrer,Espanya,Sí,Sevilla,1970-12-19,19,12,1970,55,,No,Grup A,1012.0,0.05,1062.6000000000001
68343127F,Youssef,Zahraoui,Youssef Zahraoui,Marroc,No,Casablanca,1998-03-02,2,3,1998,28,Home,No,Grup A,1599.0,0.05,1678.95
99688433B,Toni,Castells,Toni Castells,Espanya,Sí,València,1960-05-01,1,5,1960,66,Home,Sí,Grup A,1634.0,0.05,1715.7
16378767Z,Marc,Ferrer Romero,Marc Ferrer Romero,Espanya,Sí,Madrid,1973-10-09,9,10,1973,52,Home,No,Grup A,1081.0,0.05,1135.05
74158500N,Laura,Schneider,Laura Schneider,Alemanya,No,Hamburg,1957-01-25,25,1,1957,69,Dona,No,Grup A,1368.0,0.05,1436.4
99611153A,Arnau,Sánchez,Arnau Sánchez,Espanya,Sí,Barcelona,1998-12-16,16,12,1998,27,Home,No,Grup A,1435.0,0.05,1506.75
73063501Z,Eva,Ferrer,Eva Ferrer,Espanya,Sí,Sevilla,1990-11-04,4,11,1990,35,Dona,Sí,Grup A,1365.0,0.05,1433.25
36106979Y,Pau,Sánchez,Pau Sánchez,Espanya,Sí,Sevilla,1953-02-01,1,2,1953,73,Home,No,Grup A,1037.0,0.05,1088.8500000000001
90389717L,Clara,Martínez Romero,Clara Martínez Romero,Espanya,Sí,València,1973-07-09,9,7,1973,52,Dona,Sí,Grup A,1065.0,0.05,1118.25
85693556P,Joan,Romero Martínez,Joan Romero Martínez,Espanya,Sí,Barcelona,1973-11-02,2,11,1973,52,Home,Sí,Grup A,1546.0,0.05,1623.3000000000002
27368854D,Marta,Castells López,Marta Castells López,Espanya,Sí,Barcelona,1985-06-09,9,6,1985,40,Dona,No,Grup A,1438.0,0.05,1509.9
58740246B,Pau,Ferrer Martínez,Pau Ferrer Martínez,Espanya,Sí,Barcelona,1964-12-24,24,12,1964,61,Home,No,Grup A,853.0,0.05,895.6500000000001
14098793R,Alessandro,Ferrari,Alessandro Ferrari,Itàlia,No,Torí,2003-07-22,22,7,2003,22,Home,Sí,Grup A,1443.0,0.05,1515.15
68722397X,Laia,Romero Martínez,Laia Romero Martínez,Espanya,Sí,Barcelona,1964-05-28,28,5,1964,61,Dona,No,Grup A,1015.0,0.05,1065.75
12118177C,Jean,Dubois,Jean Dubois,França,No,Marsella,1970-11-24,24,11,1970,55,Home,No,Grup A,1045.0,0.05,1097.25
70806232V,Arnau,Romero,Arnau Romero,Espanya,Sí,València,1976-06-24,24,6,1976,49,Home,No,Grup A,772.0,0.05,810.6
52604206S,Olivia,Taylor,Olivia Taylor,Regne Unit,No,Londres,1992-09-13,13,9,1992,33,,Sí,Grup A,1416.0,0.05,1486.8
97210518F,Clara,Sánchez Romero,Clara Sánchez Romero,Espanya,Sí,Bilbao,2004-03-16,16,3,2004,22,Dona,No,Grup A,1024.0,0.05,1075.2
19113138L,João,Oliveira,João Oliveira,Portugal,No,Lisboa,1979-07-01,1,7,1979,46,Home,No,Grup A,1276.0,0.05,1339.8
83374173K,Florencia,Álvarez,Florencia Álvarez,Argentina,No,Buenos Aires,1961-11-14,14,11,1961,64,Dona,No,Grup A,1043.0,0.05,1095.15
31397148Y,João,Silva,João Silva,Portugal,No,Lisboa,1994-07-02,2,7,1994,31,Home,No,Grup A,1634.0,0.05,1715.7
41718924T,Marc,Martínez Castells,Marc Martínez Castells,Espanya,Sí,Barcelona,1979-05-13,13,5,1979,47,,No,Grup A,1473.0,0.05,1546.65
83602803G,Joan,Ferrer,Joan Ferrer,Espanya,Sí,Sevilla,1964-02-02,2,2,1964,62,Home,No,Grup A,1213.0,0.05,1273.65
52759329M,Jordi,Martínez Ferrer,Jordi Martínez Ferrer,Espanya,Sí,València,1972-02-18,18,2,1972,54,Altres,No,Grup A,778.0,0.05,816.9000000000001
28210536A,Anna,Sánchez López,Anna Sánchez López,Espanya,Sí,Madrid,1997-08-04,4,8,1997,28,Altres,No,Grup A,1197.0,0.05,1256.8500000000001
76436789V,Eva,Romero,Eva Romero,Espanya,Sí,Bilbao,1967-07-18,18,7,1967,58,Dona,No,Grup A,1322.0,0.05,1388.1000000000001
84904881L,Pau,Castells Martínez,Pau Castells Martínez,Espanya,Sí,Barcelona,1985-01-03,3,1,1985,41,Home,No,Grup A,1242.0,0.05,1304.1000000000001
80909731Y,Jordi,García López,Jordi García López,Espanya,Sí,Sevilla,1971-06-06,6,6,1971,54,Home,Sí,Grup A,1249.0,0.05,1311.45
66842033A,Núria,Romero Romero,Núria Romero Romero,Espanya,Sí,Madrid,1962-03-03,3,3,1962,64,Dona,No,Grup A,894.0,0.05,938.7
44245943V,Gabriela,Cruz,Gabriela Cruz,Mèxic,No,Guadalajara,1955-01-27,27,1,1955,71,Dona,No,Grup A,1396.0,0.05,1465.8
44569678M,Laia,Castells,Laia Castells,Espanya,Sí,Madrid,1977-08-09,9,8,1977,48,Dona,No,Grup A,981.0,0.05,1030.05
87865381W,Marta,Martínez,Marta Martínez,Espanya,Sí,Sevilla,2000-07-17,17,7,2000,25,Dona,No,Grup A,1197.0,0.05,1256.8500000000001
21820075A,Arnau,Sánchez,Arnau Sánchez,Espanya,Sí,Bilbao,1978-01-23,23,1,1978,48,Home,No,Grup A,1107.0,0.05,1162.3500000000001
76257088H,Francesca,Conti,Francesca Conti,Itàlia,No,Roma,1955-08-10,10,8,1955,70,Dona,Sí,Grup A,810.0,0.05,850.5
51635247N,Clara,Sánchez Castells,Clara Sánchez Castells,Espanya,Sí,València,1973-10-06,6,10,1973,52,Dona,No,Grup A,1167.0,0.05,1225.3500000000001
42128077K,Núria,Castells,Núria Castells,Espanya,Sí,València,2001-02-16,16,2,2001,25,Dona,No,Grup A,892.0,0.05,936.6
53983933P,Marta,Martínez Ferrer,Marta Martínez Ferrer,Espanya,Sí,València,2001-11-02,2,11,2001,24,Dona,No,Grup A,806.0,0.05,846.3000000000001
64697693K,Núria,Martínez Martínez,Núria Martínez Martínez,Espanya,Sí,Bilbao,2002-08-20,20,8,2002,23,Dona,No,Grup A,1006.0,0.05,1056.3
15021643F,Tiago,Ferreira Pereira,Tiago Ferreira Pereira,Portugal,No,Lisboa,1959-03-15,15,3,1959,67,Altres,No,Grup A,1263.0,0.05,1326.15
71377022P,Pau,López,Pau López,Espanya,Sí,Madrid,1971-12-28,28,12,1971,54,Home,Sí,Grup A,794.0,0.05,833.7
43507453W,Anna,Ferrer Martínez,Anna Ferrer Martínez,Espanya,Sí,Bilbao,1981-10-15,15,10,1981,44,Dona,Sí,Grup A,850.0,0.05,892.5
26414747E,Oriol,Martínez,Oriol Martínez,Espanya,Sí,Sevilla,1991-12-23,23,12,1991,34,Home,Sí,Grup A,803.0,0.05,843.1500000000001
69931972C,Toni,Martínez López,Toni Martínez López,Espanya,Sí,Madrid,1983-12-04,4,12,1983,42,Home,Sí,Grup A,1607.0,0.05,1687.3500000000001
86555403J,Marc,García,Marc García,Espanya,Sí,Madrid,1977-07-14,14,7,1977,48,Home,No,Grup A,1599.0,0.05,1678.95
52720140A,Daniel,Rojas Torres,Daniel Rojas Torres,Colòmbia,No,Bogotà,1985-08-20,20,8,1985,40,Home,Sí,Grup A,1457.0,0.05,1529.8500000000001
19863880V,Carla,López Romero,Carla López Romero,Espanya,Sí,Sevilla,1954-04-22,22,4,1954,72,Dona,Sí,Grup A,1173.0,0.05,1231.65
67985873N,Anna,Castells Ferrer,Anna Castells Ferrer,Espanya,Sí,Barcelona,1983-01-08,8,1,1983,43,Dona,Sí,Grup A,1494.0,0.05,1568.7
30525996L,Marc,López,Marc López,Espanya,Sí,Sevilla,1965-01-23,23,1,1965,61,Home,Sí,Grup A,842.0,0.05,884.1
90464341H,Jordi,Ferrer Martínez,Jordi Ferrer Martínez,Espanya,Sí,València,1981-11-12,12,11,1981,44,Home,No,Grup A,1664.0,0.05,1747.2
38127780Y,Louis,Dubois Girard,Louis Dubois Girard,França,No,Lió,1950-11-21,21,11,1950,75,Home,No,Grup A,1085.0,0.05,1139.25
95204020C,Oriol,Castells Ferrer,Oriol Castells Ferrer,Espanya,Sí,València,1959-10-14,14,10,1959,66,Home,Sí,Grup A,1576.0,0.05,1654.8000000000002
69796526G,Inês,Oliveira Ferreira,Inês Oliveira Ferreira,Portugal,No,Lisboa,1970-05-02,2,5,1970,56,Dona,No,Grup A,687.0,0.05,721.35
45203656T,Laia,Ferrer,Laia Ferrer,Espanya,Sí,Sevilla,1988-06-18,18,6,1988,37,Dona,No,Grup A,947.0,0.05,994.35
86198614J,Camila,Cruz Cruz,Camila Cruz Cruz,Mèxic,No,Guadalajara,1952-01-02,2,1,1952,74,Dona,No,Grup A,839.0,0.05,880.95
37757421G,Núria,Martínez Sánchez,Núria Martínez Sánchez,Espanya,Sí,Madrid,1967-05-23,23,5,1967,58,Dona,Sí,Grup A,914.0,0.05,959.7
14219190G,Carla,Ferrer García,Carla Ferrer García,Espanya,Sí,Madrid,1960-12-19,19,12,1960,65,Dona,Sí,Grup A,1405.0,0.05,1475.25
33177087Z,Toni,Romero,Toni Romero,Espanya,Sí,Barcelona,1990-05-07,7,5,1990,36,Home,No,Grup A,1101.0,0.05,1156.05
18873517G,Jordi,García Martínez,Jordi García Martínez,Espanya,Sí,Sevilla,1974-02-07,7,2,1974,52,Home,Sí,Grup A,774.0,0.05,812.7
45620823H,Alessia,Russo Russo,Alessia Russo Russo,Itàlia,No,Torí,1995-05-18,18,5,1995,31,Dona,No,Grup A,1162.0,0.05,1220.1000000000001
14778034E,Eva,Romero,Eva Romero,Espanya,Sí,Madrid,1972-01-21,21,1,1972,54,Dona,Sí,Grup A,1022.0,0.05,1073.1000000000001
32610074J,Joan,López,Joan López,Espanya,Sí,Barcelona,1964-10-22,22,10,1964,61,Home,No,Grup A,1623.0,0.05,1704.15
75293326J,Joan,García,Joan García,Espanya,Sí,Bilbao,1960-06-23,23,6,1960,65,Home,No,Grup A,826.0,0.05,867.3000000000001
94035504X,Louis,Dubois Dubois,Louis Dubois Dubois,França,No,París,1964-09-22,22,9,1964,61,Home,No,Grup A,1000.0,0.05,1050.0
85975055P,Giovanni,Rossi Ferrari,Giovanni Rossi Ferrari,Itàlia,No,Torí,1991-06-14,14,6,1991,34,Home,No,Grup A,1022.0,0.05,1073.1000000000001
72988314H,Marc,Sánchez,Marc Sánchez,Espanya,Sí,Bilbao,1996-06-03,3,6,1996,29,Home,Sí,Grup A,1143.0,0.05,1200.15
25144352S,Francesca,Rossi Russo,Francesca Rossi Russo,Itàlia,No,Torí,1994-09-01,1,9,1994,31,Dona,No,Grup A,1254.0,0.05,1316.7
53730243G,Anna,Ferrer Romero,Anna Ferrer Romero,Espanya,Sí,Sevilla,2005-01-24,24,1,2005,21,Dona,No,Grup A,718.0,0.05,753.9
21285125Z,Chloé,Moreau,Chloé Moreau,França,No,Marsella,1976-05-05,5,5,1976,50,Dona,Sí,Grup A,1173.0,0.05,1231.65
26130098V,Lucas,Álvarez,Lucas Álvarez,Argentina,No,Buenos Aires,1978-08-02,2,8,1978,47,Home,Sí,Grup A,899.0,0.05,943.95
22553315Z,Carla,López,Carla López,Espanya,Sí,València,1972-06-27,27,6,1972,53,Dona,No,Grup A,912.0,0.05,957.6
51701516Z,Jordi,Ferrer,Jordi Ferrer,Espanya,Sí,Bilbao,1960-05-22,22,5,1960,65,Home,No,Grup A,1325.0,0.05,1391.25
92136991X,Laia,Ferrer,Laia Ferrer,Espanya,Sí,Madrid,1973-08-18,18,8,1973,52,Dona,Sí,Grup A,1083.0,0.05,1137.15
18783620K,Andrés,Torres,Andrés Torres,Colòmbia,No,Medellín,1967-01-13,13,1,1967,59,Home,No,Grup A,1567.0,0.05,1645.3500000000001
77617404G,Joan,Martínez Romero,Joan Martínez Romero,Espanya,Sí,Madrid,1972-06-19,19,6,1972,53,Home,Sí,Grup A,1129.0,0.05,1185.45
14270387K,Eva,Castells Romero,Eva Castells Romero,Espanya,Sí,Bilbao,1974-06-25,25,6,1974,51,Dona,No,Grup A,1317.0,0.05,1382.8500000000001
72582805W,Juan,Álvarez,Juan Álvarez,Argentina,No,Buenos Aires,1968-02-21,21,2,1968,58,Home,Sí,Grup A,887.0,0.05,931.35
52982989C,Valentina,Castro Rojas,Valentina Castro Rojas,Colòmbia,No,Medellín,1986-12-08,8,12,1986,39,Dona,Sí,Grup A,817.0,0.05,857.85
93864786W,Marc,Romero,Marc Romero,Espanya,Sí,València,1957-06-08,8,6,1957,68,Home,Sí,Grup A,793.0,0.05,832.6500000000001
58780487Q,Arnau,Martínez Romero,Arnau Martínez Romero,Espanya,Sí,Bilbao,1997-08-26,26,8,1997,28,Home,No,Grup A,1430.0,0.05,1501.5
